"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"TSPAN9",3557.52000705543,0.289197227675859,0.088156374657904,3.28050272936139,0.00103622262200803,0.00689972623922423,"TSPAN9"
"ENAH",4948.84214789475,0.289494753031858,0.116076305611872,2.49400384950095,0.0126311174587988,0.0552820705002558,"ENAH"
"CAMK2D",4168.08690098705,0.289655744433579,0.106828503364107,2.71140880300772,0.00669979681761402,0.0332736877231999,"CAMK2D"
"SAR1A",3435.44488607172,0.289707501412075,0.0873926768125813,3.3150088998117,0.000916402069698294,0.00620741823000897,"SAR1A"
"RPS19BP1",650.230829286292,0.289946884428828,0.10250650924913,2.8285704639902,0.00467564067952619,0.0247490287202417,"RPS19BP1"
"PPARA",878.089437149,0.290189068965059,0.105498680199939,2.75064169916723,0.00594786609933591,0.0301527275049871,"PPARA"
"TMED7",1942.14590020727,0.290293974012849,0.112411770065721,2.58241618153625,0.00981111911668099,0.0453622643685805,"TMED7"
"RETREG3",1085.64631926869,0.290397196663656,0.105512036751925,2.75226605042631,0.0059184417086076,0.0300459124327821,"RETREG3"
"NPIPA9",971.541816560312,0.290425316558225,0.110738004185174,2.62263455708107,0.00872528059671833,0.0412846916469724,"NPIPA9"
"USP39",961.232925085746,0.290504411680746,0.107814783452743,2.69447660494611,0.00704992756288832,0.0347444187166635,"USP39"
"ADH5",8149.10497082436,0.29108856526534,0.0928615739889322,3.13465034848573,0.00172059058557338,0.0105915958902839,"ADH5"
"SMIM12",406.102220701983,0.291216072605551,0.13073935588609,2.22745531084977,0.0259168593495574,0.0976311879072392,"SMIM12"
"ASAP1",3791.39650369064,0.291227245616717,0.0756716693374284,3.84856377778719,0.000118812365747546,0.00102921211828811,"ASAP1"
"ETF1",2913.43371465669,0.291518168125309,0.0842502815830644,3.46014473361604,0.000539885118814616,0.00391139930470517,"ETF1"
"ZBTB34",403.802093547936,0.291650462176414,0.124890074712757,2.33525732807192,0.0195299819172152,0.0781980475965296,"ZBTB34"
"LNPK",1864.27430738926,0.2917415236875,0.109115874804947,2.67368542120026,0.0075022789419983,0.0366529452215091,"LNPK"
"NA",753.772144770284,0.29181399766177,0.104005120364586,2.80576568383198,0.00501971800502979,0.0262464535736003,NA
"E2F4",954.095294061206,0.292074477439729,0.108427411809968,2.69373281686022,0.00706567794866019,0.0348125199012741,"E2F4"
"NA",3217.66452317652,0.292201753811997,0.0902907301521056,3.23623203976474,0.00121118883415047,0.00786421636530567,NA
"NPIPA2",434.654391969992,0.292514752932716,0.118156583948896,2.47565343509958,0.0132992603040334,0.0575885777837238,"NPIPA2"
"PIK3C3",1073.9442682636,0.29275459818036,0.100128058381297,2.92380180853525,0.00345784831824948,0.019117370665302,"PIK3C3"
"FBXO9",1334.69337817024,0.292932020126513,0.0920857069432484,3.18108021157989,0.00146726998321596,0.00924056992575505,"FBXO9"
"UBE2D2",1156.80490684095,0.2931350482083,0.117432518588063,2.49619996005176,0.0125531816064067,0.0550726141183919,"UBE2D2"
"AVL9",762.975704376838,0.293154826714892,0.106698087765339,2.74751715663009,0.00600483671542415,0.0303748309765616,"AVL9"
"DIAPH1",1758.77944160412,0.293374633557146,0.101098514114165,2.90186889617244,0.00370943746822492,0.0202904202496893,"DIAPH1"
"SHISA4",671.897766711775,0.293728413728823,0.117220360020904,2.50577982934401,0.0122181674656964,0.0539179381329705,"SHISA4"
"ACTR2",5185.39314988207,0.293747283563399,0.0936860556810265,3.13544295816575,0.00171594795558793,0.0105666268844099,"ACTR2"
"CCNYL1",363.704768634456,0.293866911513738,0.122987108214933,2.38941231954306,0.0168753514081494,0.069543248072932,"CCNYL1"
"BRI3",1827.00677910161,0.294126887265096,0.0982577001549085,2.99342328185363,0.00275866854850713,0.0158652058432817,"BRI3"
"SPIDR",1156.15194504838,0.294175256926244,0.0970080678056594,3.03248238605863,0.00242551252398013,0.0142354673150078,"SPIDR"
"MYOF",16137.714252842,0.294927251140344,0.0960567673852368,3.07034328937527,0.00213812858465203,0.0127734750789988,"MYOF"
"ZC3H7A",1457.58130761784,0.295329906237069,0.11055404229712,2.67136235003832,0.00755440491959901,0.0368376908907537,"ZC3H7A"
"PLEKHA2",888.097042924365,0.295598927445151,0.10637592052357,2.7788142841937,0.00545577073478329,0.0281184431062143,"PLEKHA2"
"TMX1",1100.84007940014,0.295749922953469,0.119485553262246,2.47519398687771,0.0133163824664104,0.0576350178428493,"TMX1"
"ZBTB1",772.141921104768,0.296231237623302,0.107841381025137,2.74691620978271,0.00601585014593924,0.0304134646266928,"ZBTB1"
"PKD1P3",1523.91168484548,0.296288393993907,0.130581975653997,2.26898385102537,0.0232693079349662,0.0896564257971318,"PKD1P3"
"FAR1",1204.37261038123,0.296361224625323,0.088350872182993,3.3543667119833,0.000795468657855297,0.0055097541763317,"FAR1"
"TJP1",3251.12878208997,0.296499803007366,0.0938756942410319,3.15842993657212,0.00158621432796335,0.00986211516951125,"TJP1"
"NA",510.054158047448,0.296516596359602,0.117229134168699,2.52937632323463,0.0114265437151947,0.0512530407419411,NA
"CHD9",1662.03689326693,0.296748961256624,0.0904393881334393,3.28119160667899,0.00103369496455231,0.00688544024817137,"CHD9"
"AAMP",1356.12547281981,0.296870160872568,0.0936317813736559,3.17061318835589,0.00152117556019815,0.00953897926803851,"AAMP"
"G3BP1",2892.17126188813,0.297548071255459,0.0860379524292831,3.45833510508077,0.000543524874674558,0.00392986805452897,"G3BP1"
"DYNC2LI1",396.900808296263,0.297856775692419,0.130495478154895,2.2825064891434,0.0224594548085571,0.0871639898154532,"DYNC2LI1"
"GTF2E2",539.011816417966,0.297889468477862,0.117974294714345,2.52503707862082,0.0115686082718644,0.0517377527498991,"GTF2E2"
"NRAS",763.624593443169,0.297925272207449,0.100409145282802,2.96711291952882,0.00300610533455352,0.017027296597047,"NRAS"
"CAB39",1677.60817523543,0.29844114285757,0.105884041172714,2.81856585328818,0.00482387147511092,0.025391912427271,"CAB39"
"TXNDC17",306.127123775943,0.298754354585589,0.129293786117609,2.31066289847707,0.0208514820742156,0.0821565720562469,"TXNDC17"
"PPIF",573.924573219366,0.298906136847359,0.113567681007601,2.63196478254543,0.00848926621583882,0.0403374469084873,"PPIF"
"PEX16",265.219084627059,0.298928908608234,0.133496412746578,2.23922802461893,0.0251410832756021,0.0953868263760368,"PEX16"
"ZDHHC8",1098.47961593054,0.299157069786074,0.101883721932143,2.93625972935421,0.00332196053077483,0.0184680915900959,"ZDHHC8"
"DUT",724.352384850072,0.299244744521604,0.120211586990685,2.48931697861033,0.0127988797520369,0.0558919571915174,"DUT"
"GALC",663.796869257133,0.29925484201526,0.102926928582429,2.90744945114729,0.00364389230968677,0.0199561251173059,"GALC"
"MOB1A",2903.71735923588,0.29965127211025,0.0992440898679357,3.01933618927834,0.00253329247378975,0.0147670216087816,"MOB1A"
"ZFC3H1",2113.73001865011,0.299794925426675,0.0910295910494517,3.29337880100782,0.000989910092877104,0.00664143897917457,"ZFC3H1"
"NA",1812.9230662019,0.299856020533706,0.12867216476337,2.3303876256776,0.0197856731990377,0.0789006736664967,NA
"AP5Z1",939.442788709261,0.300195153343553,0.0979710338290999,3.06412152256361,0.00218310211450892,0.0129947584734792,"AP5Z1"
"MT-CYB",57579.6602327923,0.300425699998505,0.104086412711281,2.88631044314918,0.00389787468846176,0.0211733211144721,"MT-CYB"
"MECP2",1742.79812656193,0.300565392275976,0.0926733089512596,3.2432789513759,0.00118162460397372,0.00770000438133759,"MECP2"
"CNPPD1",887.063289224465,0.300571659930963,0.104757387133253,2.86921684624141,0.00411489581788184,0.0221717083871397,"CNPPD1"
"AK6",721.976584563103,0.300587303142904,0.113055845359933,2.65875065712817,0.00784309845015922,0.0379069066188221,"AK6"
"CTNNAL1",1632.11337668467,0.300591432527357,0.102326022453269,2.93758542861991,0.00330779024196636,0.0184126068279586,"CTNNAL1"
"DIXDC1",1167.1873530669,0.300608323910318,0.0936494909857105,3.20993014213165,0.00132767234727252,0.00851013886629537,"DIXDC1"
"TAFAZZIN",322.454863368075,0.301225044687655,0.130651037947335,2.30556947285085,0.0211347006794296,0.0830364232101967,"TAFAZZIN"
"MTHFD1",745.358093906986,0.301311785199128,0.0976354882653681,3.08608878341632,0.00202808255570605,0.01223436246241,"MTHFD1"
"TRAPPC10",933.482087873629,0.30133576931388,0.0921408962226561,3.27038027268272,0.00107402996474276,0.0070989992313775,"TRAPPC10"
"NA",1164.92237684366,0.301363826405194,0.115676677097044,2.6052254781867,0.00918138163338617,0.0429800296883222,NA
"PSMD7",714.461637887526,0.301499867729682,0.104641827643113,2.88125575136134,0.00396094096095728,0.0214447819214328,"PSMD7"
"SLC35F6",982.918225041174,0.301606231487665,0.0954881279932117,3.1585730899354,0.00158543548101437,0.00986067535275003,"SLC35F6"
"MEGF9",1353.02487166425,0.301779523469573,0.115514485880448,2.6124820724381,0.00898874065088014,0.0422428609931034,"MEGF9"
"SLIT2",1247.4877846084,0.302088907710267,0.10279016255071,2.93888928876085,0.00329390711406358,0.0183574445967206,"SLIT2"
"SAR1B",997.202446471933,0.302671219816746,0.100418957133253,3.01408447625194,0.00257756024648123,0.0149621393431375,"SAR1B"
"DCAF13",545.348105259445,0.302886314386213,0.110244220095096,2.74741219199469,0.00600675907056407,0.0303760272055637,"DCAF13"
"SMAD7",253.36813791493,0.303008451608731,0.134966496874806,2.24506420945192,0.0247640108278613,0.094433427956911,"SMAD7"
"TPD52L2",3807.09163827478,0.303166327579266,0.0902329550571841,3.35981823256412,0.000779937684898034,0.0054174700102131,"TPD52L2"
"UBXN2A",653.965219932063,0.303168056540525,0.121799693212976,2.4890707730307,0.0128077467160446,0.0559171263217088,"UBXN2A"
"ITPA",417.096118204961,0.30333138329957,0.118107050618867,2.56827498197737,0.0102206043795134,0.0468575532294075,"ITPA"
"UBA2",1689.07181808768,0.303567624055384,0.110159164831891,2.75571827835337,0.00585634142388365,0.0298162079049267,"UBA2"
"UBE2B",1339.33156481701,0.304024110719082,0.121711682082118,2.49790410844834,0.0124929982621372,0.054888769248278,"UBE2B"
"MAPK14",1279.75201697425,0.304161636117908,0.0884491312431364,3.43883124506676,0.000584231302207224,0.00420226730665459,"MAPK14"
"RNF145",1059.08592998995,0.304230883525922,0.124635269098168,2.44096944410092,0.0146478940873026,0.0621294151753809,"RNF145"
"PLEKHA1",660.741030921783,0.305198338832121,0.100770540808859,3.02864643160961,0.00245651995569486,0.0143846527662366,"PLEKHA1"
"C5orf24",1281.25131531466,0.305410092219747,0.0890467050051298,3.42977420896319,0.000604083706752898,0.00432950685293306,"C5orf24"
"UBE2N",895.520593648933,0.305456078487231,0.100688321331511,3.03367932296271,0.00241591082178959,0.0141929837583974,"UBE2N"
"POFUT4",704.61910984297,0.305802741497876,0.109519552802536,2.79222050923856,0.00523476688688181,0.0271659071911971,"POFUT4"
"SMYD2",339.020338001784,0.305967303501902,0.129447217027171,2.36364527974116,0.0180961299444658,0.0734691458628628,"SMYD2"
"ALPL",1110.14612061448,0.306045957098015,0.134033059328181,2.28336172159331,0.0224090700855486,0.0870561933595118,"ALPL"
"SIK2",3172.89360158598,0.30619983403738,0.0966767606080187,3.16725376514098,0.00153885969299331,0.00962749095428938,"SIK2"
"DDX20",331.907992515096,0.306350649569427,0.125361055606022,2.44374656936688,0.0145356331991515,0.0617695846656397,"DDX20"
"CDC73",939.668267626583,0.306425429519,0.100076824900848,3.06190199202058,0.00219935451857929,0.0130808909984,"CDC73"
"HLA-E",10413.3809399448,0.306509508740867,0.0883655554239071,3.4686536769953,0.000523073269363083,0.00380642776526673,"HLA-E"
"BZW1",5818.75144245453,0.306827982812336,0.0791621067565974,3.87594513819284,0.000106211615162749,0.000934890513923988,"BZW1"
"NPIPA7",1057.6247968077,0.307188946678219,0.100188961019763,3.06609574100307,0.00216873858357002,0.0129263419777587,"NPIPA7"
"LYPLA1",451.354234214475,0.30730906430823,0.137300984394728,2.23821457408305,0.0252070657026954,0.0955365817903166,"LYPLA1"
"IVD",1264.19190550094,0.307615131650401,0.10190582179059,3.01862176512868,0.00253927335921018,0.0147970981197442,"IVD"
"ECPAS",2851.84299715442,0.307660031286298,0.095799094170808,3.21151294747888,0.00132038020558067,0.0084664094463176,"ECPAS"
"ANKLE2",1393.86309856724,0.307678644131113,0.0857022866847521,3.59008675302773,0.000330567923685961,0.00255082348992447,"ANKLE2"
"SLC30A7",856.630333309074,0.307699179132854,0.106436245532782,2.89092477466319,0.00384110051082369,0.0209280160278262,"SLC30A7"
"PSKH1",955.234263057768,0.307722447211916,0.100792519909333,3.05302861252724,0.00226544336553634,0.0134139857246907,"PSKH1"
"ASXL1",2103.7135981138,0.307876154311883,0.0883779021844155,3.48363274870959,0.000494657742070616,0.00362012315053954,"ASXL1"
"LAMTOR5",582.61644257489,0.307887429940852,0.10501497417338,2.93184312393897,0.0033695690927603,0.0186751448518472,"LAMTOR5"
"THNSL2",517.086090381714,0.308038509007961,0.112917800338572,2.72798892720493,0.00637217469602173,0.0318927343535888,"THNSL2"
"ARSJ",1494.23421042832,0.308095786285792,0.124662709290853,2.47143502686894,0.0134572002781937,0.0580770861347289,"ARSJ"
"DNAJC19",369.68278993938,0.308136605029404,0.125207587246892,2.46100585279869,0.0138548105892972,0.0594654543110901,"DNAJC19"
"PCMT1",1021.22880342078,0.308238058883773,0.103822905311581,2.96888300282799,0.00298884371344368,0.0169402283827708,"PCMT1"
"BBX",2459.88193070931,0.308266483818926,0.0913872120988676,3.37319058913217,0.000743025025112493,0.00518647623689761,"BBX"
"KLC2",396.62619201686,0.308389616175963,0.126995888877759,2.42834330230018,0.0151679780368266,0.0638245278532325,"KLC2"
"EVC2",462.831877185203,0.309214100687619,0.119858475127836,2.57982675282516,0.00988498926287339,0.045656943485889,"EVC2"
"FBRSL1",505.927619211321,0.309558645639451,0.108255618862356,2.85951573592726,0.00424288367550463,0.0227456941580608,"FBRSL1"
"TMBIM6",10990.0802883539,0.30958920060858,0.0703698623945699,4.3994572402698,1.08521957079292e-05,0.000120999295956354,"TMBIM6"
"MKNK2",1562.31086036122,0.309737422501559,0.138523779745593,2.23598737393976,0.0253525982312481,0.0959468840434002,"MKNK2"
"SCAMP2",1317.84994533705,0.310036673316583,0.0974063369321942,3.18292097907761,0.00145797398578915,0.00919166384742791,"SCAMP2"
"ECH1",659.896945085385,0.310168548614177,0.130218961453597,2.38190003323521,0.0172235723317573,0.0707072969408985,"ECH1"
"ORAI3",317.041276372374,0.310200348670948,0.139966521891601,2.21624674585532,0.0266746080149,0.0998178789641678,"ORAI3"
"EIF1AX",1689.31477914247,0.310292393877511,0.0909821759183841,3.41047453246073,0.000648499402575313,0.00461115321057695,"EIF1AX"
"ASB1",1186.00757355885,0.310315482459798,0.0931459644655938,3.33149679903118,0.000863802934820332,0.00589992467005032,"ASB1"
"SNX25",439.137024923155,0.31045710174478,0.117199349341435,2.64896608632469,0.0080738433199868,0.0387932023838726,"SNX25"
"NA",8890.63246578587,0.310660272115919,0.077499962043688,4.00852160341439,6.11000501927383e-05,0.000568940932492381,NA
"CGGBP1",2196.67767703112,0.310716496694228,0.0965830610176773,3.217091003539,0.00129497516077049,0.00832721714731004,"CGGBP1"
"CHIC2",278.120309495873,0.310895608777492,0.138866354411178,2.23881162644295,0.0251681754723376,0.0954530097110118,"CHIC2"
"SYVN1",1024.91754302669,0.310989380959472,0.0976567488427354,3.18451499404597,0.0014499679898339,0.00916042189369815,"SYVN1"
"BBS10",651.484212107858,0.31114630170039,0.110836299207433,2.8072599313161,0.00499649066065306,0.0261553656954232,"BBS10"
"CDKN2AIP",382.721945318871,0.311239423724348,0.11716793657953,2.65635320387407,0.00789908330900553,0.0381263549589235,"CDKN2AIP"
"PKD1P4",1712.69708398236,0.311473299620655,0.137338981123235,2.26791619592088,0.0233343150106899,0.0898563128580063,"PKD1P4"
"FAM131A",266.507638722499,0.311783137324726,0.134720316119547,2.31429932993966,0.0206513085316072,0.0815310019969338,"FAM131A"
"ARF1",5711.22513701889,0.31181101661542,0.0837586074165054,3.7227340118596,0.000197077108059519,0.00161406151500746,"ARF1"
"NPIPA3",433.899389547007,0.312338943069515,0.117167905366178,2.6657380456993,0.00768195246271903,0.0373383920888243,"NPIPA3"
"NPIPA8",997.672047652467,0.312847467777416,0.101589049108578,3.07953928619852,0.00207321025462509,0.0124683252229088,"NPIPA8"
"C8orf82",313.459114620038,0.3129459639281,0.130790268999162,2.39273125074851,0.0167234856811291,0.0690792675384191,"C8orf82"
"RIN2",1158.85136334803,0.313018010117506,0.0989161927291031,3.16447693225266,0.00155361977170009,0.00970703749401868,"RIN2"
"TMEM192",517.839931525874,0.313094839698676,0.137940884546552,2.26977549642299,0.023221208026927,0.0895355716304665,"TMEM192"
"DIS3",1021.92552956522,0.313253355511547,0.0963947314901019,3.249693740199,0.00115529353519863,0.00755300396125145,"DIS3"
"DDRGK1",603.354887998299,0.313384396956664,0.128439096328651,2.43994551436872,0.0146894772645428,0.0622764709064783,"DDRGK1"
"XPNPEP2",380.259915967981,0.313474545054658,0.135388129908304,2.31537687437568,0.0205923159795468,0.0813914542404079,"XPNPEP2"
"PSME3",1688.96797659466,0.313750085770056,0.0844157209807353,3.71672577246196,0.000201821293538672,0.00164767379564104,"PSME3"
"CMAS",522.302688721402,0.314176445347071,0.115384003534247,2.72287696494966,0.00647161543584546,0.0323186161094965,"CMAS"
"YIPF4",1265.22300366041,0.314349349453011,0.122289497122869,2.57053432100692,0.0101541764700138,0.0466372550692604,"YIPF4"
"CALHM5",698.138727044015,0.31443363829096,0.141531558684284,2.22165035991986,0.0263069436901901,0.0987496898770509,"CALHM5"
"JADE2",1529.01864360997,0.314442978344242,0.0943439074234486,3.33294419249472,0.000859321772678128,0.00587377075118153,"JADE2"
"ETFA",1284.83561830315,0.314610698930592,0.0997764315758603,3.15315645149519,0.0016151521776101,0.0100212851019899,"ETFA"
"PKD1P5",2895.6332276862,0.314624770075319,0.123628525015031,2.54492051924964,0.0109302614090998,0.0494206901051846,"PKD1P5"
"TEX264",836.378533018029,0.314663030457667,0.0966379149003064,3.25610326735919,0.00112952661538563,0.007422250385127,"TEX264"
"RNF14",887.466394445014,0.314834869446555,0.109979485933026,2.86266904028157,0.00420089109360597,0.0225672462841682,"RNF14"
"MUS81",428.08958255331,0.314837038210436,0.115228787473568,2.73227762882305,0.00628981147022968,0.0315945980124333,"MUS81"
"SMG5",2477.44195648212,0.314881580241872,0.0850549935658013,3.70209398697173,0.000213827373283067,0.00173390711602804,"SMG5"
"ARHGEF12",5866.26252602567,0.314984631544371,0.0884575445151701,3.56085660381803,0.000369646922414243,0.00281619376239316,"ARHGEF12"
"HOOK3",1358.42917185094,0.315223344037091,0.0870804255277719,3.61991046927715,0.000294704968396494,0.00230968410375241,"HOOK3"
"PGM2",302.070277113217,0.315266002906543,0.135578378688418,2.32534129672016,0.0200537177442189,0.079640265883918,"PGM2"
"KDM3A",1308.07692198307,0.315500492235827,0.101126213997694,3.11986852630538,0.00180931776461372,0.0110734672156284,"KDM3A"
"MAP7D3",827.504423211136,0.315531004166291,0.111961412666815,2.81821206655616,0.004829190259604,0.0254088912794232,"MAP7D3"
"SLC35A5",887.883582292793,0.31555925083305,0.0954227677171497,3.306959736993,0.000943144469959786,0.00637174901625213,"SLC35A5"
"TMF1",1055.20443797012,0.316017274715819,0.0895069862429771,3.53064367353352,0.000414549804270645,0.00309905377024965,"TMF1"
"ZBED1",668.651023202995,0.316068139179272,0.126642244695302,2.49575597731803,0.0125689032974493,0.0550879347150188,"ZBED1"
"C19orf12",581.800111176463,0.316471713114056,0.123860175876905,2.55507236990018,0.0106165722237885,0.0483420263654842,"C19orf12"
"RNPS1",975.765220306928,0.316750965032527,0.0935578340849956,3.38561669506762,0.000710185065494775,0.00499068428630455,"RNPS1"
"BPNT2",2599.80540599986,0.31677637740169,0.086337063751317,3.66906591025755,0.000243438316824254,0.00194858800201662,"BPNT2"
"IFT25",238.141372496547,0.316846903235621,0.142209741939334,2.22802530202738,0.0258788277969348,0.0975287009506739,"IFT25"
"SULF1",16573.0412714257,0.316876260448591,0.108840216865211,2.91138946223356,0.00359825199115204,0.0197602268749093,"SULF1"
"CRTC2",590.851567829438,0.316939942149774,0.127594601350397,2.48396044029639,0.0129930241141553,0.0565889070555595,"CRTC2"
"DNAJC15",563.487006669905,0.317022843222173,0.115374464176555,2.74777304913018,0.00600015254282228,0.0303660462162229,"DNAJC15"
"DERL1",1285.15284607618,0.317116735209151,0.0951256592534926,3.33366136642578,0.000857109382306519,0.00586532352844621,"DERL1"
"SLC39A1",2223.6152525423,0.317276572663564,0.0819859140391033,3.86989126586109,0.000108883905012695,0.000954681362782837,"SLC39A1"
"DAG1",2839.68012698521,0.317445490256602,0.0995064637176637,3.1901996955425,0.00142174515330949,0.00902642853147656,"DAG1"
"ABCC5",1133.45736459508,0.317717253455015,0.12189463596263,2.60649085126616,0.00914752676103423,0.0428549498648764,"ABCC5"
"PINK1",983.483129059827,0.317847920476752,0.0951875525855556,3.33917525814173,0.000840275328313925,0.00576984789083853,"PINK1"
"ARFGEF2",1629.77221816412,0.318170711847301,0.0923291960986875,3.44604659513357,0.000568852265733989,0.00409819277248901,"ARFGEF2"
"SLC44A1",3523.28534850595,0.31825260645991,0.106770066716508,2.98072874024629,0.00287563389198989,0.0164173547103529,"SLC44A1"
"DERA",480.854784489581,0.318435914200699,0.108958184438875,2.92255158105483,0.00347176111355548,0.0191843137715747,"DERA"
"RPL26L1",295.768958420528,0.318505345521876,0.131173408869339,2.42812432997862,0.0151771393933563,0.0638481666097348,"RPL26L1"
"AHNAK",105632.537419679,0.318945870092288,0.0966573289968593,3.29975878086443,0.000967679648788977,0.00652043826173515,"AHNAK"
"TMEM41A",280.623787824418,0.319013271013953,0.130229613567574,2.44962157434664,0.014300642359957,0.0609867394181551,"TMEM41A"
"DNAAF9",1552.1893239398,0.319367048040036,0.0910097911885802,3.50915043171871,0.00044954056559293,0.00332914998391016,"DNAAF9"
"SLC35E3",447.398930467764,0.319667695911538,0.129638819293775,2.46583313279904,0.0136694998272128,0.0588101833540402,"SLC35E3"
"ATP6V1E1",2216.02273171259,0.320080177487637,0.0855338259449281,3.74214731951456,0.000182454495954951,0.00150593912419437,"ATP6V1E1"
"CORO1C",7796.46945674564,0.320161573830125,0.0966060045245676,3.31409600682435,0.000919399330109055,0.00622538035697292,"CORO1C"
"PSMD8",1806.91304451832,0.320484374347873,0.0858195714977003,3.73439727972146,0.000188165269472964,0.00154952551433449,"PSMD8"
"PPP1R12A",1667.44783426186,0.32073266978051,0.0889970057307563,3.60385910904492,0.000313527054360557,0.00243287272414665,"PPP1R12A"
"ACADM",461.246975093955,0.320753861403505,0.129307624223163,2.48054871729711,0.0131180336442007,0.0569500344582854,"ACADM"
"RB1",1188.60705079914,0.321213840170012,0.0928362106821658,3.46000593744309,0.000540163477285505,0.00391184306018096,"RB1"
"SMNDC1",615.935163558632,0.321235874762117,0.119284450208567,2.69302389540666,0.00708071940325994,0.0348675600458971,"SMNDC1"
"PTTG1IP",7106.57552972505,0.321683559375467,0.100225169514192,3.20960853381163,0.00132915856357156,0.00851663549019646,"PTTG1IP"
"ERO1A",2615.27976318152,0.321856122615661,0.125451074057099,2.5655908092837,0.0103000256257897,0.0470910585449069,"ERO1A"
"GLE1",597.947062111095,0.322064594783703,0.103979513730323,3.09738508317125,0.00195236076184251,0.0118403353102923,"GLE1"
"HLX",328.4562537542,0.322137369054074,0.133023331298165,2.42166066591747,0.0154497697730758,0.0647682530877802,"HLX"
"ZXDC",379.664919940082,0.322474285564396,0.122131240557486,2.64039146816503,0.0082810311628043,0.0395356702414965,"ZXDC"
"CLSTN1",6718.47614147683,0.322486419638191,0.0830385000650214,3.88357712850877,0.000102930860518342,0.000907342585528123,"CLSTN1"
"ATP13A1",887.12963192906,0.322578406724841,0.0973607190591,3.31322950202359,0.000922252687075554,0.00624001085832795,"ATP13A1"
"UBA3",961.776472626349,0.322757639051891,0.098420474683341,3.27937494805156,0.00104037307428478,0.00691587186855311,"UBA3"
"ERMP1",591.153332617432,0.322795521285733,0.120802299324253,2.67209749393344,0.00753787446102649,0.0367830555835952,"ERMP1"
"LARP1B",240.24122629619,0.322841643456334,0.137233536991469,2.35249816141082,0.0186477819577869,0.0752004779130271,"LARP1B"
"NDE1",255.720219540672,0.323053598704962,0.140427653622937,2.30049844436193,0.0214199973206824,0.083937692849947,"NDE1"
"ARRDC1",298.328581228455,0.32320132314849,0.133239815172575,2.42571128404728,0.0152784194900516,0.064214266939993,"ARRDC1"
"TOB2",2342.61536099888,0.323520271398697,0.0955825963337048,3.38471943437485,0.000712510423556512,0.00500312268575263,"TOB2"
"MAPK1IP1L",1278.90356268024,0.323755116001467,0.0925459314647226,3.49831819592068,0.000468202175523671,0.00345598803711,"MAPK1IP1L"
"FBLN5",9406.33822810363,0.323794031560896,0.0829781565925366,3.90215985576642,9.53381584610906e-05,0.000846208344409818,"FBLN5"
"KIFBP",727.77926353456,0.323807129345399,0.100228134123183,3.23070096214133,0.00123487061087365,0.00800068272805519,"KIFBP"
"ELL",310.597194157387,0.323999737408873,0.131155923329803,2.47034010499204,0.0134984648586134,0.0582142995186576,"ELL"
"ITGB1",51630.1457023601,0.324338155702166,0.07553692440928,4.29376967937975,1.75664708713756e-05,0.0001873964903259,"ITGB1"
"UTP23",376.045887653302,0.324759869492603,0.130407359353825,2.49034924947338,0.0127617621692797,0.0557740796018961,"UTP23"
"ALDH2",1564.37884369337,0.32520348859168,0.116903964481644,2.78180034384328,0.00540582851554945,0.0279089450410229,"ALDH2"
"RAB12",577.585151334431,0.325432280484833,0.141135849128966,2.30580878276689,0.0211213192629793,0.0830200546423126,"RAB12"
"CCNH",367.839156895127,0.325458158560453,0.132718520293833,2.45224372483887,0.0141968466423135,0.0606301926525727,"CCNH"
"BNIP3L",8286.15330939835,0.325683049807941,0.11295933965469,2.8831883295665,0.00393672000790252,0.021352143619021,"BNIP3L"
"WWC3",1543.57671014943,0.325860164249141,0.11535704772338,2.82479632306937,0.0047310679299405,0.0249983524814276,"WWC3"
"PLOD3",1764.42201776526,0.325969693113438,0.0872582526844335,3.73568898167485,0.000187201928710723,0.00154229737151797,"PLOD3"
"CBL",899.397099298962,0.326039869448366,0.109082748798202,2.98892238269063,0.00279963241483038,0.0160495631086267,"CBL"
"SLC36A4",449.146274057532,0.326045261455196,0.117419674911243,2.7767515256847,0.00549051346516997,0.028265163318695,"SLC36A4"
"SLC12A9",522.885292209789,0.326130292211949,0.108219855515984,3.01359016473441,0.00258176311365655,0.0149817094305519,"SLC12A9"
"IGFBP6",4187.43827557442,0.326333336075774,0.122478488037878,2.66441349255432,0.00771226996256132,0.03744534631782,"IGFBP6"
"DCAF6",2634.44666838638,0.32660010067664,0.0910201944020007,3.58821581103392,0.000332948646728001,0.00256480064845879,"DCAF6"
"SLC11A2",1026.96488696996,0.326892857257672,0.0906412621511644,3.60644644061228,0.000310418893868698,0.00241291097054625,"SLC11A2"
"AFMID",288.407278026195,0.326950734722933,0.132493059259378,2.46768197934708,0.0135991077872943,0.0585912778841387,"AFMID"
"AKT3",1195.49929822136,0.327266903023166,0.123327826236657,2.65363392033819,0.00796301651118287,0.0383424990642685,"AKT3"
"GNG5",1128.59965260337,0.327375695185955,0.0976020009321883,3.35419040654103,0.000795975697690721,0.0055097541763317,"GNG5"
"PHLPP2",302.461586116652,0.32738730014781,0.137204518797866,2.38612622249074,0.017026905946631,0.070027571638073,"PHLPP2"
"L3HYPDH",439.675176532697,0.327794615791759,0.129817956197871,2.52503294145326,0.0115687444650575,0.0517377527498991,"L3HYPDH"
